ID,Duplicates,CatOrTranslateDate,PrimarySeller,SecondarySeller,InstitutionOrCollection,Buyer,CatalogueID,LotOrCat,Price,Currency,Sold,Source,CurrentLocation,Author,AuthorVariant,Title,Language,Material,Place,LiturgicalUse,Date,Circa,Artist,Scribe,Folios,Columns,Lines,Height,Width,Binding,Provenance,Comments
8232,,20001213,Sotheby's NY,,,,Fine books and manuscripts including Americana.,55,,,,,,,,Destruction of Jerusalem,Catalan,P,,,1475,C,,,21,1,30,190,130,,Ferolis|Convent Teresa Carmel Discal,
8234,"1,129,823,410,914,130,000,000,000,000",20000000,Maggs,,,,No. 1295: Continental books,73,,,,,,,"Chrysostom, John, Saint, St. Martin of Brega (Seneca)","De Eo Quod Nemo Leditur, Formula Honestae Vitae (Verborum)",Latin,V,France,,1425,C,,,101,1,17,126,90,,Ritman|Smithe|Breary|Kirshaw|Hopper|Pratley,
8236,"82,361,386,221,732",19440719,Christie's,,,,,239,7,,,,,Terence,Publius Terentius Afer,Comoediae,Latin,V,"France, Paris",,1450,C,,,129,1,25,175,125,,Dundas|Foyle,
8266,"82,665,026,488,465,100,000",19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",289,2100,,,,"Baltimore, MD, Walters Art Museum, W.79",,,Psalter,Latin,V,England,,1300,C,,,194,1,18,343,216,,Wearham Abbey|Cotes|Quaritch|Cotes|Thomas-Stanford,De Ricci P773-103;Black morocco-Riviere
8267,"826,788,410,187,042",19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",298,350,,,,"Baltimore, MD, Walters Art Museum, W.121",,,Bible,Latin,V,England?,,1250,CCENT,,Daniel Felix,435,,,229,159,,Thomas-Stanford|Quaritch|Voynich|Walters,De Ricci P765-52;Black morocco C. 1830
8268,,19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",286,215,,,,,,,Antiphoner,Latin,V,Flanders,Rome,1350,CCENT,,,113,,,311,241,,Thomas-Stanford,
8269,"8,269,105,493,695,530,000,000,000,000,000,000,000,000,000,000",19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",143,11.5,,,"De Ricci, vol. I, p. 444, no. SM.13",,"Plato|Bruni, Leonardo (Tr)|Pseudo-Paul the Apostle, Saint|Seneca, Lucius Annaeus, the Younger|Bruni, Leonardo (Tr)",Plato|Tr Aretino|Pseudo St Paul|Seneca|Aretino (Tr),Phaedrus|Isagogicon Moralis Disciplinae|Spurious Correspondence,Latin,V,Italy,,1450,CCENT,,,47,1,19,181,121,C 1820 English binding,"De Binis|Celotti, Luigi|Phillipps, Thomas, Sir|Thomas-Stanford|Leighton|Smedley|Folger",Phillipps889; Celotti25
8270,"827,018,131,396,945,000,000,000,000,000",19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",144,24,,,,,"Cicero, Marcus Tullius","Cicero, Marcus Tullius",Tuscularum disputationum Bk V|Verrinarum invectivarum,Latin,V,Italy,,1400,C,,,129,,,250,190,Italian red binding,"Phillipps, Thomas, Sir|Thomas-Stanford, Charles|Singer|Martini, Joseph|Plimpton, George A.|Columbia University",Phillipps9798
8271,,19090318,"Sotheby, Wilkinson & Hodge",,,,"Illuminated & other manuscripts and valuable & rare books : comprising fine books of hours, manuscript and printed; bibles, antiphonales and other service books; illuminated Persian manuscripts ....",207,90,,,,,,,Psalter,Scottish,V,,,1480,CLATE,,,,,,146,89,,Thomas-Stanford,
8411,"8,411,106,761,075,610,000,000,000,000,000,000,000,000",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",260,,,,,,"Augustine, Saint, Bishop of Hippo|Ambrose, Saint, Bishop of Milan|Jerome, Saint","Augustine, Saint, Bishop|Ambrose, Saint, Bishop of Milan|Jerome, Saint",Sermons & Homilies,Latin,V,"Germany, Rebdorff",,1150,CCENT,,,161,1,24,210,136,Original binding,"Rebdorf Abbey|Chardin|Phillipps, Thomas, Sir|Percy|Wallace|Steele, Robert",67+94; Phillipps783
8412,"84,123,160,947,598",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",263,,,,,"Philadelphia, Free Library of Philadelphia, MS Lewis E 15","Porphyry|Aristotle|Gilbert de La Porree, Bishop",Porphyry|Aristotle|Gilbert Porretano (Poitiers),Isagogi|Organon|Sex Principiorum,Latin,V,"Italy, Bologna",,1310,C,,,178,1,26,281,207,"Mod red half-mor, with 12thc liturgical leaf attached",Perry|Lewis|Free Library of Philadelphia,
8413,"323,184,131,572,617,000",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",262,,,,,,Samuel ben Jehuda ibn Abbas|Antonius de Parma,Samuel of Fez|Anthony of Parma,"Letter of Samuel to Rabbi Isaac.., Sermones Quadriesimale",Latin,V,Germany,,1350,C,,,166,2,26,172,128,,Perry|Wallace|Chilvers,42+120
8548,"854,821,311,191,474",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,115,900,,,,,"Chaucer, Geoffrey",Geoffrey Chaucer,Canterbury Tales,English,V,England,,1420,C,,,214,,38,343,222,,Southwick|Stourtin|Norton|Hodson|Chicheley,
8549,"8,549,126,603,999,480,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,109,1200,,,"De Ricci, vol. I, p. 822, no. 392","Baltimore, MD, Walters Art Museum, W.350",,Thomas of Siena (Catherine de Siena),Life and Legend of Catherine of Siena,Latin,V,"Italy, Florence?",,1470,C,,Jacobus Macharius Venetus,237,,28,343,216,19thC Italian Russia,Gonzaga|Museo Vavaleri|Dumoulard|Vergani|Butler|Morris|Quaritch|Hodson|Olschki|Walters,
8550,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,397,6250,,,,,,,Missal,Latin,V,Italy,Rome,1463,C,,,270,,,254,171,,Hodson,
8551,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,48,255,,,,,,,Bible,Latin,V,England?,,1350,CCENT,,,503,2,50,165,114,,Martin|Walker|Hodson|Perkins|Falkner|Bishop,18thc Green binding
8552,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,49,235,,,,,,,Bible,Latin,V,France,,1350,CCENT,,,598,,,140,89,,Morris|Hodson,
8553,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,110,1220,,,,,,Guido Cauliacus,"Works, Medical",English,V,England,,1350,CCENT,,,181,,,330,229,,Hodson,
8554,"8,554,400,084,571,450,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,275,2200,,,,,Gratian|Bartolomeo da Brescia,Gratian|Bartholomew of Brescia,Decretum Apparatu|Paleae Distinctionibus,Latin,V,England,,1350,CCENT,,,354,2,53,432,305,,"La Valliere, Louis Cesar de la Baume Le Blanc, duc de|Astorga|Firmin-Didot|Fontaine|Prince Lichtenstein|Morris|Quaritch|Hodson|Walters",De Ricci P825-407;Binding-Hague
8555,"8,555,397,514,985,350,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,304,47.5,,,,,"Higden, Ranulf",Ranulph Higden (Roger of Chester),Polychronicon to 1376,Latin,V,England,,1376,C,,,119,2,,330,216,,"Yarnold, Charles|Phillipps, Thomas, Sir|Weaver|Hodson|Rylands Library",Phillipps1048; Rylands Library190
8414,"841,415,732",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",261,,,,,,"Jerome, Saint","Jerome, Saint",De Institutione Clericatus...,Latin,V,"France, Royaumont",,1210,CCENT,,,123,,,336,241,,Royamont Monastary|Chardin|Wallace|Perry,Palimpsest. Orig. binding
8415,"84,151,361,613,638,100,000,000,000,000,000,000",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",267,,,,,,"Claudianus, Claudius| |Ovid",Claudian|Caius Pliny|Publius Ovidius Naso,De raptu Proserpina|De natura|De thalamo somni,Latin,P,Italy,,1424,,,,30,,24,215,154,19th-century paper boards,"Thorpe, Thomas|Phillipps, Thomas, Sir|Weaver, Harold B.|Perry|Schroeter",Phillipps9125
8416,"478,784,161,894,653,000,000,000",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",264,,,,"De Ricci, vol. II, p. 1132, no. 8",,,,Bible,Latin,V,"Italy, northern",,1447,,,,496,2,52,370,260,,Del Bene|Mexborough|Conely|Perry|Richmond|Clements|University of Michigan,2 volumes: 218+278
8417,,19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",274,,,,,,,,Antiphoner,Latin,V,Italy?,,1500,C,,,247,,,,,,Perry,
8419,"8,419,512,875,128,850,000,000,000",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",268,,,,,"New York, Morgan Library, MS M.298",,Johannis Spiser Compiler,Fasciculus morum,Latin,V,"England, Oxford|Germany",,1420,C,,,181,1,41,220,150,,"Perry, Preston A.",
8420,"8420,29201,29202,29203,29330X,60889,66860,185660,195031",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",269,,,,De Ricci P650-220,,"Cicero, Marcus Tullius","Cicero, Marcus Tullius",De Finibus,Latin,V,"Italy, Ferrara?",,1450,CCENT,,,111,1,28,252,176,Orig wooden boards,"Niccolini|Phillipps, Thomas, Sir|Perry|Ricketts",Phillipps4548
8421,"842,185,860",19080421,Anderson Galleries,"Perry, Preston A.",,,"No. 658: The private library of Preston A. Perry: Being mainly rare and curious books, examples of the first printers, early manuscripts on vellum, exhibition specimens of binding, etc",270,,,,,,,,Collectarium & Orationes,Latin,P,Germany,,1450,CCENT,,,73,,,,,Wooden boards stamped worn vellum,Ashburnham|Perry,
8436,"704,284,368,607",19071203,Anderson Galleries,"Buckler, William H. (Baltimore, MD)",,,No. 602: William H. Buckler,207,68,,,,,,,Missal,Latin,V,Italy,Rome,1450,CCENT,,,200,2,26,254,191,,Buckler|Gregory,
8520,"8,520,210,219",19061212,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of books and manuscripts including the library of J. Edward Gilmore, Esq. ..., and other properties : comprising valuable ... works ... ; natural history books, the property of the late C.B. Clarke, Esq. ....",440,33.75,,,,"London, British Library, Egerton MS 2865",,,Breviary,Latin,V,"Italy, Milan",Ambrosian,1402,,,,172,,,165,114,,Gilmore,
8521,,19061212,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of books and manuscripts including the library of J. Edward Gilmore, Esq. ..., and other properties : comprising valuable ... works ... ; natural history books, the property of the late C.B. Clarke, Esq. ....",445,12,,,,,,,Psalter,Latin,V,,,1539,,,,156,,,140,102,,"Libri, Guillaume|Gilmore",
8522,"64,288,522",19061212,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of books and manuscripts including the library of J. Edward Gilmore, Esq. ..., and other properties : comprising valuable ... works ... ; natural history books, the property of the late C.B. Clarke, Esq. ....",568,32.5,,,,,,,Bible (Fragment),French,V,France,,1450,CCENT,,,227,,,274,198,,Crawshaw|Gilmore,
8523,,19061212,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of books and manuscripts including the library of J. Edward Gilmore, Esq. ..., and other properties : comprising valuable ... works ... ; natural history books, the property of the late C.B. Clarke, Esq. ....",443,7.5,,,,,,,"Works, Mystical",English,V,England,,1550,CCENT,,,1,,,102,2438,,Gilmore,
8524,"8,524,119,076",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,188,165,,,,,"Paul the Apostle, Saint",St. Paul,"Bible, Epistolae, Glossed",Latin,V,,,1050,ccent?,,,164,,,279,178,,"Hodson|Morris|Cockerell, Sydney Carlyle, Sir|Maggs",
8525,"852,539,735,445,244,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,278,25,,,"De Ricci vol. II, p. 1265, no. 36",,"Gregory I, Pope","Gregory, the Great, Pope",Homiliae in Ezechiel (Frag),Latin,V,England,,1150,C,,,111,,,279,178,"English binding, c. 1740","Martin, Thomas|Phillipps, Thomas, Sir|Weaver, Harold B.|Hodson, Laurence W.|Bush, W. T.|Columbia University",Phillipps2774
8526,"67,758,526,104,184,000,000,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,279,27.5,,,,,"Gregory I, Pope","Gregory, the Great, Pope",Homiliae in Evangelia(Gospel),Latin,V,England,,1200,C,,,110,1,32,241,171,18thc English binding,"Todd|Phillipps, Thomas, Sir|Hodson|Leighton|Davies|Plimpton|Columbia University",De Ricci P1762-52; Phillipps23064
8527,"85,271,039,158,987,200,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,312,87.5,,,,,"John Chrysostom, Saint","Chrysostom, John, Saint",Homiliae,Latin,V,France,,1150,C,,,120,2,31,318,229,,"Cistercian Abbey Obazine|Phillipps, Thomas, Sir|Hodson",Phillipps8933
8528,"8,528,100,371,075,130,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,504,80,,,"Bond p.179, no.18",,"Anselm, Saint, Archbishop of Canterbury|Prosper of Aquitaine, Saint|Petrus Comestor","Anselm, Saint, Archbishop of Canterbury|St Prosper of Aquitaine|Petrus, Comestor","Vita Contemplativa Et Activa|Vitiis et Virtutibus|Sententiarum|Contemptu et de Originali Peccato|Processione Spiritus Sancti|Contemptu Seculi|Evangelistia|Eptiaph Peter Comestor,Count Henry",Latin,V,"France, Pontigny?",,1150,C,,,142,2,29,276,195,,"Abbey Pontigny|Allard, Joseph-Felix|Phillipps, Thomas, Sir|Weaver, Harold B.|Hodson, Laurence W.|Balken|Martini, Joseph|Poole|Indiana University",Phillipps3735
8529,"41,268,529,228,332,400,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,508,395,,,,"New York, Morgan Library, MS G.51",Odo of Asti,Odo of Asti,Commentary on the Psalms,Latin,V,"Italy, northern",,1125,C,,Alberici Filius,158,1,33,254,160,Burlington 1908-7; Dark red binding 1911-Adams,"Bonosus, son of Severus|Gentili, Antonio Saverio, Cardinal|Drago, Principe del|Campana, Marchese|Bragge, William|Ruskin, John|Hodson, Laurence W.|Cockerell, Sydney Carlyle, Sir|Maggs|Glazier, William S.|Morgan Library",
8530,"2,395,853,050,260",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,509,1050,,,,,,,Psalter,Latin,V,,,1175,C,,,250,1,15,293,196,,Ruskin|Hodson|Hornby|Abbey3180,
8531,"853,149,558,502,065,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,618,1625,,,,,,,Bible New Testament Cum Argumentis Ad Epistolas,Latin,V,England?,,1200,C,,,254,2,30,375,267,,Mainwaring|Hodson,Antique Style Dark Blue binding
8532,"81,711,202,074,288,700,000,000,000,000,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,46,1175,,,,,"Jerome, Saint","Jerome, Saint",Bible,Latin,V,England or France,,1220,C,,,480,2,51,257,174,,"De Fourtel|Smythe(Strangford)|Hailstone|Morris|Hodson|Perrins, Charles William Dyson|Abbey6990|Natacha",18thc French red binding
8533,"8,533,359,313,593,230,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,45,1950,,,,,,,Bible (Fragment),Latin,V,"France, northern",,1270,C,,,273,2,30,470,320,,"Phillippe IV Le Bon|Monastery Marie de Marquetta-Lille|Lawrence|Morris|Hodson|Cockerell, Sydney Carlyle, Sir|Quaritch.Rau|Ludwigi8|J. Paul Getty Museum","Rebound Adams,1920"
8534,"308,485,341,204,512,000,000,000,000,000,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,28,240,,,,"Cambridge, MA, Harvard University, Houghton Library, MS Typ 703","Augustine, Saint, Bishop of Hippo","Augustine, Saint, Bishop of Hippo",Commentary on the Psalms 101-150,Latin,V,"Germany, Rhineland?",,1150,CCENT,,,179,2,52,467,314,,Morris|Bateman|Hodson|Beatty,
8535,"716,379,028,535,399,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,39,380,,,,,"Bede the Venerable, Saint|","Bede, the Venerable, Saint|Saint Cuthbert",Historia Ecclesiastica Gentis Anglorum|Scriptis Et Obitu Bede|Revelatio S Ragneri,Latin,V,England,,1150,CCENT,,,92,2,35,260,184,,"Priory Kirkham|Savile|Hodges|Dunn|Hodson|Phillipps, Thomas, Sir",16thc English Upper cover and Back; Phillipps25402
8536,"853,640,003",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,280,245,,,,,"Gregory I, Pope","Gregory, the Great, Pope",Moralia in Job Bks I-Xxvii,Latin,V,,,1150,CCENT,,,732,1,29,254,171,,Morris|Hodson,5 Vols
8537,"8537,10981,40172,40174X,47643,47644,47645,50387,194345",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,371,350,,,,,"Luke, Saint",St Luke,Gospel Luke,Latin,V,France,,1150,CCENT,,,160,3,14,241,171,,"Monastery St Mariae-Lyra|Phillipps, Thomas, Sir|Hodson|Scheide",De Ricci P2122-10;Brown binding-Lloyd; Phillipps2842x
8538,"25,108,538,246,612,400,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,617,3350,,,,,,,"Bible, New Testament",Latin,V,"France, Auxerre?",,1163,CCENT,,,198,2,36,438,320,,"Abbey of St Marianus, Auxerre|Monastery Holy Trinity-Champmol|Edwards|Roscoe|Benson|Morris|Hodson|Hornby|Abbey3174|Ludwigi4|J. Paul Getty Museum",Mod Blue binding
8539,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,47,195,,,,,,,Bible,Latin,V,England?,,1300,C,,,567,,,235,165,,Hodson,
8540,"1,200,167,023,948,540,000,000,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,50,3150,,,,"London, British Library, MS Add. 15253",,,Bible,Latin,V,"France, Normandy, Rouen?",,1295,C,,,531,2,47,266,190,Binding by Smith,"De Missy|Mac-Carthy-Reagh, Justin, comte de|Sussex (Frederick)|Hailstone|Morris|Hodson|Hornby|Abbey 3172|British Library",
8541,"43,628,541",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,399,55,,,,,,,Missal (Fragment),Latin,V,"France, northern",Rome,1425,C,,,153,,,310,215,,Hodson,
8542,"2,401,511,385,422,810,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,507,350,,,,,"Peter Lombard, Bishop of Paris","Peter Lombard, Bishop of Paris",Commentarii in Psalmos,Latin,V,France,,1225,C,,,336,2,57,314,218,,"Chardin|Phillipps, Thomas, Sir|Hodson|Hornby|Abbey3234",Phillipps2845
8543,"309,185,432,081,120,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,189,345,,,,,"Haymo, Bishop of Halberstadt","Haymo, Bishop of Halberstadt",Expositio in Epistolas Pauli Apostoli,Latin,V,"France, Pontigny",,1225,CCENT,,,120,2,37,352,253,Binding Riviere,"Abbey Pontigny|Mturini de Larchan|De La Plane|Allard, Joseph-Felix|Phillipps, Thomas, Sir|Quaritch, Bernard|Hodson|Beatty",Walters14; Phillipps3734; Beatty36
8544,"85,444,999,250,219",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,277,105,,,,,"Gregory I, Pope|","Gregory, the Great, Pope|Licinianus",Dialogorum|Epistolae Ad Gregory,Latin,V,Spain,,1250,CCENT,,,175,1,27,305,203,,Hodson,104+69;Orig Oak boards metal bosses
8545,"8,545,212,703,732,340,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,506,520,,,,,,,Psalter,Latin,V,Brabant,,1250,CCENT,,,144,,23,241,159,,Hodson|Bateman,
8546,"854,636,571,185,294,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,117,505,,,De Ricci p.1413,"New York, Morgan Library, MS M.249","Chaucer, Geoffrey",Geoffrey Chaucer,Canterbury Tales,English,V,England,,1455,C,,,276,1,38,290,200,17thc binding,"Congreve family|Ashburnham, Bertram, 4th Earl of Ashburnham|Hodson, Lawrence W.|Morgan Library",
8547,"854,750,229",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,666,110,,,,,"Wycliffe, John",John Wycliffe,Wycliffe Bible Abridgement,English,V,England,,1400,C,,,90,2,25,146,102,,Hodson,Half Niger antique Style-Cockerell 1901
8556,,19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,400,97.5,,,,,,,Missal,Latin,V,England,Sarum,1350,CCENT,,,104,,,292,184,,Hodson,
8557,"4,916,855,740,012,200,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,468,275,,,,"New York, Morgan Library, MS M.976",,,Pontifical-ordo septem ecclesiasticorum graduum-ordination for Rome,Latin,V,"Italy, Rome",Rome,1265,CCENT,Master Niccol������,,226,1,15,240,175,13thc binding,"Morris, William|Cockerell, Sydney Carlyle, Sir|Hodson, Lawrence W.|Gribbel, John|Saks, John A.|Morgan Library",
8558,"1,711,855,810,964,110,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,510,1050,,,,,,,Psalter,Latin,V,England?,Sarum,1450,CCENT,,,115,1,23,264,183,,Aspilon|Gille|Sturdy|Carrington|Hodson|Frost|Donaldson,Morocco Spine
8559,"7,459,855,937,887,200,000",19061203,"Sotheby, Wilkinson & Hodge","Hodson, Lawrence W.",,,Catalogue of the valuable library of ancient manuscripts and valuable and rare printed books,17,60,,,,,"Aristotle|Bruni, Leonardo (Tr)",Aristotle|Leonardo Bruni Aretino (Tr),Ethica|Interprete,Latin,V,Italy,,1450,CCENT,,,120,1,28,260,191,Original Venetian binding,"Libri, Guillaume|Hodson|Dunn, George|Phillipps, Thomas, Sir|University of Pennsylvania",Phillipps16239; U Penn Lat15
8606,"6,665,723,286,061,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",19060525,"Sotheby, Wilkinson & Hodge",,,,"Rare & valuable books and illuminated and other manuscripts, fine royal and historic bindings, ... the collection of books in fine bindings, of the late Arthur Ram, Esq., a portion of the library of a nobleman, the property of F.R. Lorent, Esq.",369,610,,,,,Valerius Maximus,Valerius Maximus,Factorum Et Dictorum Memorabilium Urbis Romae Historia,Latin,V,"Italy, Florence",,1418,,"Giotto, school",,124,2,35,324,241,,Popoleschi|Rossi|Campana|Techener|Firmin-Didot|Allen,Mod Dark Green boards-Thompson
8607,"704,284,368,607",19060525,"Sotheby, Wilkinson & Hodge",,,,"Rare & valuable books and illuminated and other manuscripts, fine royal and historic bindings, ... the collection of books in fine bindings, of the late Arthur Ram, Esq., a portion of the library of a nobleman, the property of F.R. Lorent, Esq.",312,67.5,,,,,,,Missal,Latin,V,Italy,Rome,1480,C,,,200,2,26,254,191,,Buckler|Gregory,
8608,,19060525,"Sotheby, Wilkinson & Hodge",,,,"Rare & valuable books and illuminated and other manuscripts, fine royal and historic bindings, ... the collection of books in fine bindings, of the late Arthur Ram, Esq., a portion of the library of a nobleman, the property of F.R. Lorent, Esq.",288,127.5,,,,,,,Primer,Latin,V,England,,1350,CCENT,,,100,,,127,83,,,
8609,,19060525,"Sotheby, Wilkinson & Hodge",,,,"Rare & valuable books and illuminated and other manuscripts, fine royal and historic bindings, ... the collection of books in fine bindings, of the late Arthur Ram, Esq., a portion of the library of a nobleman, the property of F.R. Lorent, Esq.",370,195,,,,,,,Bible,Latin,V,England?,,1350,CCENT,,,572,,,203,102,,,
